polyid,geometry
9162,"POLYGON ((116.3543862091852 40.08182258783124, 116.3602504117507 40.08185512270295, 116.3602925689565 40.07735056475302, 116.3544287527558 40.07731803503918, 116.3543862091852 40.08182258783124))"
9163,"POLYGON ((116.3602504117507 40.08185512270295, 116.3661146238122 40.08188736074095, 116.3661563946508 40.07738279768018, 116.3602925689565 40.07735056475302, 116.3602504117507 40.08185512270295))"
9164,"POLYGON ((116.3661146238122 40.08188736074095, 116.3719788452827 40.08191930194383, 116.3720202297516 40.07741473381927, 116.3661563946508 40.07738279768018, 116.3661146238122 40.08188736074095))"
9165,"POLYGON ((116.3719788452827 40.08191930194383, 116.377843076075 40.08195094631017, 116.3778840741721 40.0774463731689, 116.3720202297516 40.07741473381927, 116.3719788452827 40.08191930194383))"
9166,"POLYGON ((116.377843076075 40.08195094631017, 116.3837073161023 40.08198229383866, 116.383747927825 40.0774777157277, 116.3778840741721 40.0774463731689, 116.377843076075 40.08195094631017))"
9167,"POLYGON ((116.3837073161023 40.08198229383866, 116.3895715652774 40.08201334452788, 116.3896117906236 40.0775087614943, 116.383747927825 40.0774777157277, 116.3837073161023 40.08198229383866))"
9168,"POLYGON ((116.3895715652774 40.08201334452788, 116.3954358235134 40.08204409837649, 116.3954756624807 40.07753951046735, 116.3896117906236 40.0775087614943, 116.3895715652774 40.08201334452788))"
9169,"POLYGON ((116.3954358235134 40.08204409837649, 116.4013000907232 40.08207455538314, 116.4013395433095 40.07756996264549, 116.3954756624807 40.07753951046735, 116.3954358235134 40.08204409837649))"
9170,"POLYGON ((116.4013000907232 40.08207455538314, 116.4071643668199 40.08210471554651, 116.4072034330228 40.07760011802742, 116.4013395433095 40.07756996264549, 116.4013000907232 40.08207455538314))"
9171,"POLYGON ((116.4071643668199 40.08210471554651, 116.4130286517163 40.08213457886531, 116.4130673315336 40.07762997661182, 116.4072034330228 40.07760011802742, 116.4071643668199 40.08210471554651))"
9172,"POLYGON ((116.4130286517163 40.08213457886531, 116.4188929453255 40.08216414533821, 116.4189312387551 40.07765953839738, 116.4130673315336 40.07762997661182, 116.4130286517163 40.08213457886531))"
9173,"POLYGON ((116.4188929453255 40.08216414533821, 116.4247572475604 40.08219341496394, 116.4247951546001 40.07768880338283, 116.4189312387551 40.07765953839738, 116.4188929453255 40.08216414533821))"
9174,"POLYGON ((116.4247572475604 40.08219341496394, 116.4306215583341 40.08222238774121, 116.4306590789817 40.07771777156688, 116.4247951546001 40.07768880338283, 116.4247572475604 40.08219341496394))"
9175,"POLYGON ((116.4306215583341 40.08222238774121, 116.4364858775595 40.08225106366876, 116.4365230118129 40.07774644294825, 116.4306590789817 40.07771777156688, 116.4306215583341 40.08222238774121))"
9176,"POLYGON ((116.4364858775595 40.08225106366876, 116.4423502051495 40.08227944274535, 116.4423869530066 40.07777481752574, 116.4365230118129 40.07774644294825, 116.4364858775595 40.08225106366876))"
9177,"POLYGON ((116.4423502051495 40.08227944274535, 116.4482145410172 40.08230752496974, 116.4482509024758 40.07780289529808, 116.4423869530066 40.07777481752574, 116.4423502051495 40.08227944274535))"
9178,"POLYGON ((116.4482145410172 40.08230752496974, 116.4540788850754 40.0823353103407, 116.4541148601337 40.07783067626405, 116.4482509024758 40.07780289529808, 116.4482145410172 40.08230752496974))"
9179,"POLYGON ((116.4540788850754 40.0823353103407, 116.4599432372373 40.08236279885703, 116.459978825893 40.07785816042245, 116.4541148601337 40.07783067626405, 116.4540788850754 40.0823353103407))"
9180,"POLYGON ((116.4599432372373 40.08236279885703, 116.4658075974157 40.08238999051752, 116.4658427996669 40.07788534777207, 116.459978825893 40.07785816042245, 116.4599432372373 40.08236279885703))"
9181,"POLYGON ((116.4658075974157 40.08238999051752, 116.4716719655236 40.08241688532101, 116.4717067813683 40.07791223831173, 116.4658427996669 40.07788534777207, 116.4658075974157 40.08238999051752))"
9182,"POLYGON ((116.4716719655236 40.08241688532101, 116.477536341474 40.0824434832663, 116.4775707709102 40.07793883204027, 116.4717067813683 40.07791223831173, 116.4716719655236 40.08241688532101))"
9183,"POLYGON ((116.477536341474 40.0824434832663, 116.4834007251798 40.08246978435224, 116.4834347682056 40.07796512895652, 116.4775707709102 40.07793883204027, 116.477536341474 40.0824434832663))"
9184,"POLYGON ((116.4834007251798 40.08246978435224, 116.4892651165541 40.0824957885777, 116.4892987731675 40.07799112905933, 116.4834347682056 40.07796512895652, 116.4834007251798 40.08246978435224))"
9185,"POLYGON ((116.4892651165541 40.0824957885777, 116.4951295155098 40.08252149594153, 116.4951627857089 40.07801683234759, 116.4892987731675 40.07799112905933, 116.4892651165541 40.0824957885777))"
9186,"POLYGON ((116.4951295155098 40.08252149594153, 116.5009939219598 40.08254690644261, 116.5010268057427 40.07804223882016, 116.4951627857089 40.07801683234759, 116.4951295155098 40.08252149594153))"
9187,"POLYGON ((116.5009939219598 40.08254690644261, 116.5068583358172 40.08257202007983, 116.506890833182 40.07806734847593, 116.5010268057427 40.07804223882016, 116.5009939219598 40.08254690644261))"
9188,"POLYGON ((116.5068583358172 40.08257202007983, 116.5127227569948 40.08259683685211, 116.5127548679397 40.07809216131382, 116.506890833182 40.07806734847593, 116.5068583358172 40.08257202007983))"
9189,"POLYGON ((116.5127227569948 40.08259683685211, 116.5185871854056 40.08262135675836, 116.5186189099289 40.07811667733274, 116.5127548679397 40.07809216131382, 116.5127227569948 40.08259683685211))"
9190,"POLYGON ((116.5185871854056 40.08262135675836, 116.5244516209627 40.08264557979753, 116.5244829590624 40.07814089653163, 116.5186189099289 40.07811667733274, 116.5185871854056 40.08262135675836))"
9191,"POLYGON ((116.5244516209627 40.08264557979753, 116.5303160635789 40.08266950596853, 116.5303470152534 40.07816481890944, 116.5244829590624 40.07814089653163, 116.5244516209627 40.08264557979753))"
9192,"POLYGON ((116.5303160635789 40.08266950596853, 116.5361805131673 40.08269313527035, 116.5362110784147 40.07818844446509, 116.5303470152534 40.07816481890944, 116.5303160635789 40.08266950596853))"
9193,"POLYGON ((116.5361805131673 40.08269313527035, 116.5420449696408 40.08271646770194, 116.5420751484594 40.07821177319762, 116.5362110784147 40.07818844446509, 116.5361805131673 40.08269313527035))"
9194,"POLYGON ((116.5420449696408 40.08271646770194, 116.5479094329123 40.08273950326229, 116.5479392253004 40.07823480510594, 116.5420751484594 40.07821177319762, 116.5420449696408 40.08271646770194))"
9195,"POLYGON ((116.5479094329123 40.08273950326229, 116.5537739028948 40.08276224195039, 116.5538033088508 40.0782575401891, 116.5479392253004 40.07823480510594, 116.5479094329123 40.08273950326229))"
9196,"POLYGON ((116.5537739028948 40.08276224195039, 116.5596383795013 40.08278468376527, 116.5596673990234 40.07827997844608, 116.5538033088508 40.0782575401891, 116.5537739028948 40.08276224195039))"
9197,"POLYGON ((116.5596383795013 40.08278468376527, 116.5655028626447 40.08280682870594, 116.5655314957313 40.07830211987591, 116.5596673990234 40.07827997844608, 116.5596383795013 40.08278468376527))"
9198,"POLYGON ((116.5655028626447 40.08280682870594, 116.571367352238 40.08282867677143, 116.5713955988875 40.07832396447765, 116.5655314957313 40.07830211987591, 116.5655028626447 40.08280682870594))"
9199,"POLYGON ((116.571367352238 40.08282867677143, 116.5772318481942 40.08285022796078, 116.5772597084049 40.0783455122503, 116.5713955988875 40.07832396447765, 116.571367352238 40.08282867677143))"
9200,"POLYGON ((116.5772318481942 40.08285022796078, 116.5830963504261 40.08287148227308, 116.5831238241966 40.07836676319297, 116.5772597084049 40.0783455122503, 116.5772318481942 40.08285022796078))"
9201,"POLYGON ((116.5830963504261 40.08287148227308, 116.5889608588468 40.08289243970739, 116.5889879461754 40.07838771730469, 116.5831238241966 40.07836676319297, 116.5830963504261 40.08287148227308))"
9202,"POLYGON ((116.5889608588468 40.08289243970739, 116.5948253733692 40.08291310026277, 116.5948520742544 40.0784083745846, 116.5889879461754 40.07838771730469, 116.5889608588468 40.08289243970739))"
9203,"POLYGON ((116.5948253733692 40.08291310026277, 116.6006898939063 40.08293346393836, 116.6007162083466 40.07842873503174, 116.5948520742544 40.0784083745846, 116.5948253733692 40.08291310026277))"
9204,"POLYGON ((116.6006898939063 40.08293346393836, 116.606554420371 40.08295353073327, 116.6065803483649 40.07844879864526, 116.6007162083466 40.07842873503174, 116.6006898939063 40.08293346393836))"
9205,"POLYGON ((116.606554420371 40.08295353073327, 116.6124189526763 40.08297330064659, 116.6124444942222 40.07846856542428, 116.6065803483649 40.07844879864526, 116.606554420371 40.08295353073327))"
9206,"POLYGON ((116.6124189526763 40.08297330064659, 116.6182834907351 40.0829927736775, 116.6183086458317 40.07848803536795, 116.6124444942222 40.07846856542428, 116.6124189526763 40.08297330064659))"
9207,"POLYGON ((116.6182834907351 40.0829927736775, 116.6241480344603 40.08301194982512, 116.6241728031062 40.0785072084754, 116.6183086458317 40.07848803536795, 116.6182834907351 40.0829927736775))"
9208,"POLYGON ((116.6241480344603 40.08301194982512, 116.630012583765 40.08303082908864, 116.6300369659587 40.0785260847458, 116.6241728031062 40.0785072084754, 116.6241480344603 40.08301194982512))"
9209,"POLYGON ((116.630012583765 40.08303082908864, 116.6358771385621 40.08304941146721, 116.6359011343023 40.07854466417832, 116.6300369659587 40.0785260847458, 116.630012583765 40.08303082908864))"
9210,"POLYGON ((116.6358771385621 40.08304941146721, 116.6417416987645 40.08306769696005, 116.6417653080498 40.07856294677218, 116.6359011343023 40.07854466417832, 116.6358771385621 40.08304941146721))"
9211,"POLYGON ((116.6417416987645 40.08306769696005, 116.6476062642852 40.08308568556635, 116.6476294871142 40.07858093252658, 116.6417653080498 40.07856294677218, 116.6417416987645 40.08306769696005))"
9212,"POLYGON ((116.6476062642852 40.08308568556635, 116.6534708350371 40.08310337728531, 116.6534936714086 40.07859862144069, 116.6476294871142 40.07858093252658, 116.6476062642852 40.08308568556635))"
9213,"POLYGON ((116.6534708350371 40.08310337728531, 116.6593354109333 40.08312077211618, 116.6593578608458 40.07861601351379, 116.6534936714086 40.07859862144069, 116.6534708350371 40.08310337728531))"
9214,"POLYGON ((116.6593354109333 40.08312077211618, 116.6651999918865 40.08313787005822, 116.6652220553389 40.07863310874509, 116.6593578608458 40.07861601351379, 116.6593354109333 40.08312077211618))"
9215,"POLYGON ((116.6651999918865 40.08313787005822, 116.6710645778098 40.08315467111064, 116.6710862548008 40.07864990713389, 116.6652220553389 40.07863310874509, 116.6651999918865 40.08313787005822))"
9216,"POLYGON ((116.6710645778098 40.08315467111064, 116.6769291686161 40.08317117527275, 116.6769504591446 40.07866640867942, 116.6710862548008 40.07864990713389, 116.6710645778098 40.08315467111064))"
9217,"POLYGON ((116.6769291686161 40.08317117527275, 116.6827937642185 40.08318738254378, 116.6828146682831 40.07868261338094, 116.6769504591446 40.07866640867942, 116.6769291686161 40.08317117527275))"
9218,"POLYGON ((116.6827937642185 40.08318738254378, 116.6886583645297 40.08320329292307, 116.6886788821293 40.0786985212378, 116.6828146682831 40.07868261338094, 116.6827937642185 40.08318738254378))"
9219,"POLYGON ((116.6886583645297 40.08320329292307, 116.6945229694628 40.08321890640992, 116.6945431005962 40.07871413224927, 116.6886788821293 40.0786985212378, 116.6886583645297 40.08320329292307))"
9220,"POLYGON ((116.6945229694628 40.08321890640992, 116.7003875789307 40.08323422300362, 116.7004073235968 40.07872944641469, 116.6945431005962 40.07871413224927, 116.6945229694628 40.08321890640992))"
9221,"POLYGON ((116.7003875789307 40.08323422300362, 116.7062521928464 40.08324924270354, 116.706271551044 40.07874446373337, 116.7004073235968 40.07872944641469, 116.7003875789307 40.08323422300362))"
9222,"POLYGON ((116.0845843341674 40.08450939459447, 116.0904483921886 40.08455558939841, 116.0905083328429 40.0800513209931, 116.0846446611398 40.080005133512, 116.0845843341674 40.08450939459447))"
9223,"POLYGON ((116.0904483921886 40.08455558939841, 116.0963124637109 40.08460148740018, 116.0963720180437 40.08009721171904, 116.0905083328429 40.0800513209931, 116.0904483921886 40.08455558939841))"
9224,"POLYGON ((116.0963124637109 40.08460148740018, 116.1021765486473 40.08464708859774, 116.1022357166552 40.08014280568783, 116.0963720180437 40.08009721171904, 116.0963124637109 40.08460148740018))"
9225,"POLYGON ((116.1021765486473 40.08464708859774, 116.1080406469107 40.08469239298914, 116.1080994285904 40.08018810289749, 116.1022357166552 40.08014280568783, 116.1021765486473 40.08464708859774))"
9226,"POLYGON ((116.1080406469107 40.08469239298914, 116.1139047584142 40.0847374005724, 116.1139631537624 40.08023310334604, 116.1080994285904 40.08018810289749, 116.1080406469107 40.08469239298914))"
9227,"POLYGON ((116.1139047584142 40.0847374005724, 116.1197688830707 40.08478211134555, 116.1198268920841 40.08027780703152, 116.1139631537624 40.08023310334604, 116.1139047584142 40.0847374005724))"
9228,"POLYGON ((116.1197688830707 40.08478211134555, 116.1256330207934 40.08482652530665, 116.1256906434686 40.08032221395199, 116.1198268920841 40.08027780703152, 116.1197688830707 40.08478211134555))"
9229,"POLYGON ((116.1256330207934 40.08482652530665, 116.1314971714951 40.08487064245374, 116.1315544078289 40.08036632410553, 116.1256906434686 40.08032221395199, 116.1256330207934 40.08482652530665))"
9230,"POLYGON ((116.1314971714951 40.08487064245374, 116.137361335089 40.08491446278492, 116.137418185078 40.08041013749018, 116.1315544078289 40.08036632410553, 116.1314971714951 40.08487064245374))"
9231,"POLYGON ((116.137361335089 40.08491446278492, 116.1432255114879 40.0849579862983, 116.1432819751291 40.08045365410407, 116.137418185078 40.08041013749018, 116.137361335089 40.08491446278492))"
9232,"POLYGON ((116.1432255114879 40.0849579862983, 116.1490897006049 40.08500121299195, 116.149145777895 40.08049687394528, 116.1432819751291 40.08045365410407, 116.1432255114879 40.0849579862983))"
9233,"POLYGON ((116.1490897006049 40.08500121299195, 116.1549539023531 40.085044142864, 116.1550095932889 40.08053979701194, 116.149145777895 40.08049687394528, 116.1490897006049 40.08500121299195))"
9234,"POLYGON ((116.1549539023531 40.085044142864, 116.1608181166453 40.08508677591259, 116.1608734212236 40.08058242330217, 116.1550095932889 40.08053979701194, 116.1549539023531 40.085044142864))"
9235,"POLYGON ((116.1608181166453 40.08508677591259, 116.1666823433946 40.08512911213585, 116.1667372616124 40.08062475281414, 116.1608734212236 40.08058242330217, 116.1608181166453 40.08508677591259))"
9236,"POLYGON ((116.1666823433946 40.08512911213585, 116.172546582514 40.08517115153193, 116.1726011143681 40.08066678554596, 116.1667372616124 40.08062475281414, 116.1666823433946 40.08512911213585))"
9237,"POLYGON ((116.172546582514 40.08517115153193, 116.1784108339165 40.08521289409903, 116.1784649794038 40.08070852149583, 116.1726011143681 40.08066678554596, 116.172546582514 40.08517115153193))"
9238,"POLYGON ((116.1784108339165 40.08521289409903, 116.184275097515 40.0852543398353, 116.1843288566325 40.08074996066193, 116.1784649794038 40.08070852149583, 116.1784108339165 40.08521289409903))"
9239,"POLYGON ((116.184275097515 40.0852543398353, 116.1901393732226 40.08529548873894, 116.1901927459672 40.08079110304246, 116.1843288566325 40.08074996066193, 116.184275097515 40.0852543398353))"
