polyid,alpha,I_index,flowtotalcnt,flowtotallength
3638,823.8826872619017,9.0,18.0,171.44970159980548
3639,823.8826872619017,1.0,1.0,1.403231258410272
3640,823.8826872619017,3.0,4.0,20.548445167743907
3641,823.8826872619017,7.0,20.0,112.52744311984108
3642,823.8826872619017,11.0,38.0,325.3793029032789
3643,823.8826872619017,4.0,11.0,42.0050995064401
3644,823.8826872619017,7.0,17.0,145.50754073012084
3645,823.8826872619017,5.0,14.0,58.866467298771866
3646,823.8826872619017,5.0,10.0,58.30895120031405
3647,823.8826872619017,7.0,28.0,148.75525512399048
3648,823.8826872619017,8.0,24.0,125.54184061321709
3649,823.8826872619017,10.0,32.0,228.44929416255957
3650,823.8826872619017,9.0,29.0,167.24011689690278
3651,823.8826872619017,9.0,57.0,285.9757507515702
3652,823.8826872619017,8.0,28.0,191.0195378526918
3653,823.8826872619017,4.0,8.0,37.44294144074227
3654,823.8826872619017,10.0,63.0,331.1051155743941
3655,823.8826872619017,5.0,12.0,59.204874729867186
3656,823.8826872619017,8.0,50.0,259.96836537334156
3657,823.8826872619017,3.0,8.0,21.485814837052857
3658,823.8826872619017,7.0,35.0,152.0670570371755
3659,823.8826872619017,8.0,18.0,114.18146585165837
3660,823.8826872619017,8.0,19.0,117.33656129801803
3661,823.8826872619017,12.0,49.0,413.0396015164209
3662,823.8826872619017,10.0,26.0,210.13239215141382
3663,823.8826872619017,5.0,15.0,77.97702451259633
3664,823.8826872619017,11.0,32.0,206.591860947067
3665,823.8826872619017,1.0,1.0,8.899098228842503
3666,823.8826872619017,1.0,1.0,8.690320662137404
3667,823.8826872619017,7.0,11.0,87.5405442913142
3668,823.8826872619017,5.0,8.0,49.82602629373556
3669,823.8826872619017,1.0,1.0,3.8887839289790804
3670,823.8826872619017,3.0,4.0,37.99084298255932
3671,823.8826872619017,2.0,3.0,5.9120298328110525
3672,823.8826872619017,1.0,1.0,27.373708872728553
3673,823.8826872619017,1.0,1.0,9.16775064460014
3674,823.8826872619017,1.0,1.0,6.464036202617848
3675,823.8826872619017,4.0,5.0,40.900247560219285
3677,823.8826872619017,1.0,1.0,2.80517684086892
3678,823.8826872619017,7.0,9.0,94.34299948514838
3682,823.8826872619017,3.0,3.0,32.64754263746231
3683,823.8826872619017,12.0,19.0,270.23950051356184
3684,823.8826872619017,12.0,16.0,259.533781325138
3685,823.8826872619017,4.0,7.0,67.89696499660899
3686,823.8826872619017,1.0,1.0,23.2077826577775
3688,823.8826872619017,1.0,1.0,20.784643679199966
3689,823.8826872619017,2.0,2.0,38.17227366608425
3694,823.8826872619017,1.0,1.0,5.946306269744221
3704,823.8826872619017,0.0,1.0,0.611622633004162
3708,823.8826872619017,2.0,2.0,9.777130435528852
3727,823.8826872619017,1.0,1.0,6.8789217708294474
3728,823.8826872619017,2.0,2.0,19.792881026390116
3731,823.8826872619017,1.0,1.0,16.77841541618289
3733,823.8826872619017,6.0,12.0,88.8878631396853
3734,823.8826872619017,4.0,4.0,52.90398598991447
3735,823.8826872619017,1.0,1.0,6.883828862464002
3736,823.8826872619017,2.0,4.0,12.229235274728024
3738,823.8826872619017,4.0,7.0,36.282187948719134
3739,823.8826872619017,5.0,12.0,60.13810960124771
3741,823.8826872619017,5.0,10.0,45.77921755593718
3742,823.8826872619017,8.0,31.0,172.7598189820309
3743,823.8826872619017,7.0,10.0,88.45272027571087
3744,823.8826872619017,4.0,10.0,59.641815127874054
3746,823.8826872619017,9.0,21.0,187.98124309475432
3747,823.8826872619017,7.0,18.0,119.84741333466256
3748,823.8826872619017,8.0,14.0,126.09832281655918
3749,823.8826872619017,6.0,13.0,93.08875402612215
3750,823.8826872619017,6.0,11.0,75.50636623981264
3751,823.8826872619017,9.0,17.0,108.16027031909043
3752,823.8826872619017,7.0,16.0,101.42647886562271
3753,823.8826872619017,6.0,15.0,69.36302051391043
3754,823.8826872619017,5.0,6.0,37.92721564209698
3755,823.8826872619017,9.0,25.0,190.20079610343305
3756,823.8826872619017,8.0,33.0,184.29854028221186
3757,823.8826872619017,8.0,34.0,211.45049802759024
3758,823.8826872619017,9.0,41.0,240.25156377267606
3759,823.8826872619017,9.0,37.0,208.6001560646125
3760,823.8826872619017,11.0,55.0,300.5050527539573
3761,823.8826872619017,9.0,21.0,195.32031266339445
3762,823.8826872619017,12.0,91.0,555.316196168564
3763,823.8826872619017,7.0,16.0,108.50681575590583
3764,823.8826872619017,6.0,19.0,81.35496966013271
3765,823.8826872619017,8.0,15.0,109.21466915709611
3766,823.8826872619017,8.0,45.0,268.8234438120709
3767,823.8826872619017,10.0,47.0,284.6461873549361
3768,823.8826872619017,7.0,34.0,163.0270426755713
3769,823.8826872619017,10.0,39.0,211.7026840560167
3770,823.8826872619017,6.0,14.0,75.94319284187755
3771,823.8826872619017,7.0,19.0,135.19080643982858
3772,823.8826872619017,7.0,14.0,97.07626126020621
3773,823.8826872619017,2.0,3.0,9.8004775997467
3774,823.8826872619017,1.0,1.0,10.578628578249708
3775,823.8826872619017,3.0,4.0,11.760102552189688
3776,823.8826872619017,7.0,15.0,102.46433935375987
3777,823.8826872619017,4.0,7.0,45.90069860227747
3778,823.8826872619017,3.0,3.0,14.054359782709387
3779,823.8826872619017,1.0,1.0,3.2589155513538364
3780,823.8826872619017,6.0,6.0,67.98983363663243
3781,823.8826872619017,4.0,5.0,28.052863475380217
3782,823.8826872619017,6.0,7.0,45.08623832948645
3784,823.8826872619017,3.0,3.0,16.385744788657995
3790,823.8826872619017,6.0,7.0,66.13534208639845
3791,823.8826872619017,1.0,1.0,9.345056640876363
3792,823.8826872619017,1.0,1.0,6.3013908418814575
3793,823.8826872619017,1.0,1.0,6.091791157446457
3795,823.8826872619017,1.0,1.0,15.802839056603707
3796,823.8826872619017,2.0,2.0,21.003091354551415
3799,823.8826872619017,2.0,3.0,10.02530158625594
3800,823.8826872619017,1.0,1.0,17.98596781898555
3805,823.8826872619017,1.0,1.0,4.610516477358219
3806,823.8826872619017,3.0,3.0,14.620541126578695
3813,823.8826872619017,4.0,7.0,50.96965528200074
3814,823.8826872619017,5.0,10.0,66.69169428244703
3832,823.8826872619017,2.0,2.0,17.401990327312742
3833,823.8826872619017,3.0,3.0,82.95494567393914
3837,823.8826872619017,1.0,1.0,7.517510461628557
3840,823.8826872619017,3.0,3.0,32.08705064796403
3841,823.8826872619017,3.0,3.0,25.906461181638907
3842,823.8826872619017,3.0,5.0,33.609643424215555
3844,823.8826872619017,3.0,5.0,33.59792092190048
3845,823.8826872619017,7.0,18.0,133.21108930733632
3848,823.8826872619017,9.0,38.0,253.13676004909425
3849,823.8826872619017,4.0,9.0,37.138722052730635
3850,823.8826872619017,8.0,28.0,165.86217477117702
3851,823.8826872619017,4.0,4.0,46.53917132440457
3852,823.8826872619017,7.0,13.0,116.0135590268977
3853,823.8826872619017,7.0,18.0,109.5324497883376
3854,823.8826872619017,5.0,10.0,57.296273931013275
3856,823.8826872619017,4.0,7.0,35.94587278147929
3857,823.8826872619017,1.0,1.0,5.115196400700554
3858,823.8826872619017,3.0,6.0,21.416798707877096
3859,823.8826872619017,4.0,9.0,29.009182609234426
3861,823.8826872619017,4.0,7.0,34.504656468239695
3862,823.8826872619017,9.0,49.0,239.1468152009777
3863,823.8826872619017,7.0,40.0,174.2215925256459
3864,823.8826872619017,8.0,26.0,140.7651579649208
3865,823.8826872619017,10.0,43.0,265.98659544655237
3866,823.8826872619017,11.0,56.0,300.8792946766148
3867,823.8826872619017,11.0,65.0,361.29086009790313
3868,823.8826872619017,11.0,70.0,393.77206998826404
3869,823.8826872619017,12.0,55.0,336.11205405550197
3870,823.8826872619017,12.0,90.0,524.4355331420893
3871,823.8826872619017,11.0,60.0,320.238889410971
3872,823.8826872619017,12.0,86.0,494.0681611136655
3873,823.8826872619017,12.0,49.0,376.857884617945
3874,823.8826872619017,9.0,29.0,229.95401373470688
3875,823.8826872619017,12.0,50.0,327.3173448763334
3876,823.8826872619017,9.0,46.0,225.19104637699854
3877,823.8826872619017,9.0,26.0,161.2307892971817
3878,823.8826872619017,4.0,6.0,27.18254254570054
3879,823.8826872619017,6.0,16.0,69.2480243702096
3881,823.8826872619017,6.0,14.0,95.02438069826911
3882,823.8826872619017,2.0,2.0,8.855038237548033
3883,823.8826872619017,3.0,6.0,25.845019993235667
3884,823.8826872619017,3.0,3.0,19.78059376097864
3885,823.8826872619017,5.0,5.0,43.08978105230764
3886,823.8826872619017,9.0,30.0,202.94753654448792
3887,823.8826872619017,10.0,22.0,190.10676908365684
3888,823.8826872619017,7.0,11.0,101.95050354639473
3889,823.8826872619017,7.0,14.0,99.24964715043728
3890,823.8826872619017,9.0,23.0,191.5866270403945
3891,823.8826872619017,2.0,2.0,12.671389198653777
3894,823.8826872619017,5.0,6.0,69.60504658216716
3895,823.8826872619017,1.0,1.0,7.468508406511504
3896,823.8826872619017,4.0,5.0,42.96561427115774
3897,823.8826872619017,1.0,1.0,1.4628161837613165
3901,823.8826872619017,1.0,1.0,4.404584607726903
3902,823.8826872619017,1.0,1.0,8.394029029587763
3906,823.8826872619017,1.0,2.0,20.324561733436617
3911,823.8826872619017,1.0,1.0,4.773862317959599
3919,823.8826872619017,4.0,7.0,25.661312398654058
3920,823.8826872619017,3.0,4.0,12.527633764035851
3935,823.8826872619017,1.0,1.0,11.227473230067842
3937,823.8826872619017,2.0,2.0,10.770351884914518
3938,823.8826872619017,1.0,1.0,2.2713295744955633
3939,823.8826872619017,1.0,1.0,30.715532399913993
3940,823.8826872619017,2.0,2.0,8.454404697067709
3945,823.8826872619017,1.0,1.0,15.576276201352481
3946,823.8826872619017,4.0,8.0,40.67705566754543
3947,823.8826872619017,2.0,3.0,37.201235794492824
3948,823.8826872619017,4.0,7.0,37.89941192873614
3949,823.8826872619017,5.0,6.0,55.61612141327892
3950,823.8826872619017,4.0,6.0,56.616191306847696
3951,823.8826872619017,6.0,11.0,79.78912474852535
3954,823.8826872619017,10.0,31.0,203.81893146998476
3955,823.8826872619017,7.0,19.0,100.51724903762053
3956,823.8826872619017,12.0,38.0,257.96653044848813
3957,823.8826872619017,5.0,17.0,66.02471391111888
3958,823.8826872619017,11.0,31.0,225.22805728016172
3959,823.8826872619017,9.0,31.0,194.65210471506145
3960,823.8826872619017,2.0,2.0,10.56239024042106
3961,823.8826872619017,2.0,2.0,9.62681665751237
3962,823.8826872619017,1.0,2.0,5.411258164002733
3963,823.8826872619017,3.0,10.0,35.31986961828422
3964,823.8826872619017,3.0,9.0,33.65775733881607
3965,823.8826872619017,5.0,10.0,59.79674998718835
3966,823.8826872619017,3.0,7.0,21.622990679179665
3967,823.8826872619017,2.0,7.0,16.962225395152565
3968,823.8826872619017,10.0,60.0,279.41835777018616
3969,823.8826872619017,5.0,22.0,83.9909416787924
3970,823.8826872619017,6.0,14.0,60.11737479072979
3971,823.8826872619017,6.0,17.0,82.86983614707005
3972,823.8826872619017,9.0,47.0,240.12170464911273
3973,823.8826872619017,7.0,30.0,130.29000813769363
3974,823.8826872619017,12.0,87.0,485.1065476542862
3975,823.8826872619017,7.0,32.0,181.50377667100454
3976,823.8826872619017,11.0,52.0,345.27420237390135
3977,823.8826872619017,8.0,26.0,148.74858889109356
3978,823.8826872619017,10.0,42.0,238.1969455326878
3979,823.8826872619017,10.0,49.0,259.3758960595599
3980,823.8826872619017,13.0,100.0,604.6109394352969
3981,823.8826872619017,10.0,47.0,280.0286058136346
3982,823.8826872619017,8.0,34.0,182.0064040397352
3983,823.8826872619017,5.0,12.0,74.24421667012312
3984,823.8826872619017,7.0,17.0,112.653948482333
3985,823.8826872619017,7.0,21.0,97.74311749241463
3986,823.8826872619017,3.0,6.0,18.550044199043906
3987,823.8826872619017,4.0,11.0,45.56170497547792
3989,823.8826872619017,8.0,20.0,147.418309723781
3990,823.8826872619017,4.0,6.0,43.60363866486339
3991,823.8826872619017,8.0,22.0,187.23316724667467
3992,823.8826872619017,8.0,23.0,138.28325272420554
3993,823.8826872619017,7.0,17.0,109.8809326282508
3994,823.8826872619017,4.0,4.0,38.15720367431084
3995,823.8826872619017,1.0,1.0,5.194090462802002
3996,823.8826872619017,4.0,4.0,32.39660349510664
3997,823.8826872619017,3.0,4.0,16.05414132714167
3998,823.8826872619017,1.0,1.0,8.519979775049427
3999,823.8826872619017,2.0,3.0,12.567744916719981
4000,823.8826872619017,1.0,1.0,28.43405831671567
4004,823.8826872619017,3.0,3.0,24.99234805366311
4005,823.8826872619017,3.0,3.0,23.74089523488101
4017,823.8826872619017,3.0,4.0,15.223934422875933
4018,823.8826872619017,1.0,1.0,2.3588844866047456
4019,823.8826872619017,1.0,1.0,1.6925021905736608
4020,823.8826872619017,1.0,1.0,2.9204267033796936
4023,823.8826872619017,4.0,13.0,58.66384713837379
4024,823.8826872619017,2.0,2.0,6.082123997243603
4025,823.8826872619017,2.0,2.0,9.197005369692034
4039,823.8826872619017,1.0,1.0,13.49200772183985
4040,823.8826872619017,2.0,2.0,31.880788815931062
4041,823.8826872619017,5.0,5.0,71.93899108816771
4051,823.8826872619017,5.0,5.0,44.4415533646681
4052,823.8826872619017,3.0,5.0,42.026771364973456
4053,823.8826872619017,5.0,6.0,52.12800179432551
4054,823.8826872619017,5.0,8.0,50.84181321573969
4055,823.8826872619017,3.0,6.0,20.052906220735785
4056,823.8826872619017,6.0,15.0,87.39257778076754
4057,823.8826872619017,5.0,15.0,76.19394932489965
4058,823.8826872619017,7.0,24.0,138.7824413797868
4059,823.8826872619017,5.0,7.0,53.01824685069834
4060,823.8826872619017,3.0,5.0,29.255926196649696
4061,823.8826872619017,7.0,17.0,118.3786857041476
4062,823.8826872619017,12.0,87.0,505.70283793761195
4063,823.8826872619017,7.0,14.0,96.74275015002905
4064,823.8826872619017,6.0,14.0,87.82181537867477
4065,823.8826872619017,3.0,4.0,19.134952781547668
4067,823.8826872619017,1.0,1.0,3.3305134674504666
4068,823.8826872619017,7.0,22.0,104.35361488756682
4069,823.8826872619017,5.0,20.0,99.22905816862047
4070,823.8826872619017,6.0,13.0,96.6242960463604
4071,823.8826872619017,3.0,6.0,30.071651365229606
4072,823.8826872619017,12.0,40.0,257.0996379974673
4073,823.8826872619017,7.0,30.0,145.4864839510775
4074,823.8826872619017,11.0,71.0,348.7815476459798
4075,823.8826872619017,10.0,56.0,282.7272189578379
4076,823.8826872619017,27.0,986.0,9011.567617886643
4077,823.8826872619017,17.0,90.0,828.8826418708607
4078,823.8826872619017,10.0,38.0,263.90788257480983
4079,823.8826872619017,7.0,28.0,154.4792796757208
4080,823.8826872619017,10.0,70.0,322.1875036832384
4081,823.8826872619017,8.0,48.0,205.7845141986183
4082,823.8826872619017,9.0,46.0,258.9721667382668
4083,823.8826872619017,10.0,37.0,310.37153896848514
4084,823.8826872619017,13.0,126.0,675.8435398911009
4085,823.8826872619017,10.0,77.0,344.37860553933706
4086,823.8826872619017,9.0,43.0,229.94149886085475
4087,823.8826872619017,11.0,55.0,341.0347287887015
4088,823.8826872619017,7.0,23.0,111.5907882339031
4089,823.8826872619017,6.0,20.0,82.09931101399647
4090,823.8826872619017,12.0,126.0,685.5496420778677
4091,823.8826872619017,8.0,22.0,125.4411206312256
4092,823.8826872619017,2.0,2.0,11.595232584988556
4093,823.8826872619017,8.0,18.0,135.60676825504652
4094,823.8826872619017,5.0,5.0,37.30062696027822
4095,823.8826872619017,3.0,9.0,46.56435499193323
4096,823.8826872619017,1.0,2.0,4.048455718181707
4097,823.8826872619017,11.0,40.0,289.66593782738374
4098,823.8826872619017,10.0,40.0,276.155367566733
4099,823.8826872619017,10.0,59.0,352.5225272528527
4101,823.8826872619017,1.0,1.0,3.008929750852027
4102,823.8826872619017,2.0,2.0,25.97561405375931
4103,823.8826872619017,3.0,4.0,28.05256441043698
4104,823.8826872619017,3.0,3.0,28.683572814472356
4105,823.8826872619017,3.0,5.0,35.28468835567871
4106,823.8826872619017,2.0,2.0,23.701051985865266
4107,823.8826872619017,1.0,1.0,8.080025101245342
4110,823.8826872619017,7.0,9.0,98.1446142944326
4111,823.8826872619017,3.0,3.0,57.46084126052998
4112,823.8826872619017,1.0,1.0,3.3051159474591922
4120,823.8826872619017,1.0,1.0,4.821325125277627
4121,823.8826872619017,1.0,1.0,3.325510438276158
4123,823.8826872619017,1.0,2.0,16.864445148009576
4124,823.8826872619017,2.0,3.0,22.420359910283363
4125,823.8826872619017,4.0,14.0,70.98978437371295
4128,823.8826872619017,5.0,25.0,185.83731349011836
4129,823.8826872619017,3.0,7.0,43.602417872197634
4130,823.8826872619017,2.0,5.0,9.615925450218715
4131,823.8826872619017,4.0,11.0,52.57665238117877
4133,823.8826872619017,2.0,3.0,10.14933441784461
4151,823.8826872619017,1.0,1.0,18.639412307962008
4159,823.8826872619017,1.0,1.0,1.2188624789288838
4160,823.8826872619017,9.0,11.0,154.9201920023083
4161,823.8826872619017,6.0,13.0,80.49746803775834
4163,823.8826872619017,3.0,3.0,40.261466422825364
4164,823.8826872619017,6.0,11.0,88.1261205532086
4165,823.8826872619017,8.0,18.0,105.20140769165666
4166,823.8826872619017,9.0,36.0,229.75010672744042
4167,823.8826872619017,9.0,20.0,141.40211494864153
4168,823.8826872619017,9.0,51.0,262.9996705362966
4169,823.8826872619017,11.0,38.0,217.4386078573571
4170,823.8826872619017,5.0,13.0,60.17029488127392
4171,823.8826872619017,12.0,48.0,337.43639068025806
4172,823.8826872619017,7.0,28.0,129.52480805156392
4173,823.8826872619017,3.0,6.0,24.793589013451513
4174,823.8826872619017,3.0,8.0,29.793515285195593
4175,823.8826872619017,3.0,6.0,31.136640561223313
4176,823.8826872619017,12.0,60.0,369.72675891700027
4177,823.8826872619017,8.0,34.0,191.17607120115898
4178,823.8826872619017,8.0,42.0,224.15634028559023
4179,823.8826872619017,6.0,25.0,109.4311265614877
4180,823.8826872619017,10.0,43.0,254.81835615887766
4181,823.8826872619017,10.0,51.0,278.9163186559707
4182,823.8826872619017,10.0,54.0,268.6720510130716
4183,823.8826872619017,12.0,50.0,347.77172321608157
4184,823.8826872619017,11.0,124.0,576.5919332470559
4185,823.8826872619017,9.0,31.0,214.91598392544347
4186,823.8826872619017,5.0,15.0,61.85611506778394
4187,823.8826872619017,2.0,2.0,5.511565864319461
4188,823.8826872619017,7.0,24.0,144.4815675305206
4189,823.8826872619017,5.0,16.0,70.16086267001589
4190,823.8826872619017,8.0,23.0,158.42099575033512
4191,823.8826872619017,11.0,44.0,286.8288933110439
4192,823.8826872619017,10.0,34.0,210.3417279303778
4193,823.8826872619017,8.0,36.0,185.25339627301543
4194,823.8826872619017,10.0,59.0,286.32147782665703
4195,823.8826872619017,13.0,99.0,600.5916337874871
4196,823.8826872619017,12.0,83.0,526.2894366583138
4197,823.8826872619017,11.0,59.0,368.51579198843945
4198,823.8826872619017,10.0,57.0,327.1417339535042
4199,823.8826872619017,10.0,42.0,279.71129752957313
4200,823.8826872619017,11.0,42.0,266.01298572291813
4201,823.8826872619017,4.0,7.0,34.0461587090293
4202,823.8826872619017,1.0,1.0,20.295481331659673
4203,823.8826872619017,8.0,23.0,144.71962977672646
4204,823.8826872619017,8.0,14.0,128.54725673835503
4205,823.8826872619017,6.0,21.0,94.3346511298514
4207,823.8826872619017,3.0,3.0,23.770850798049636
4208,823.8826872619017,5.0,8.0,41.125428392946446
4209,823.8826872619017,7.0,16.0,86.30896450832489
4210,823.8826872619017,8.0,17.0,108.67553895730912
4211,823.8826872619017,6.0,10.0,72.80471845883186
4212,823.8826872619017,5.0,5.0,40.00235035508911
4213,823.8826872619017,4.0,5.0,60.37114101483433
4214,823.8826872619017,1.0,1.0,13.344490001303477
4216,823.8826872619017,1.0,1.0,5.174393665593656
4217,823.8826872619017,1.0,1.0,9.831603924556534
4218,823.8826872619017,1.0,1.0,14.072373453788817
4222,823.8826872619017,3.0,3.0,35.51658550504426
4227,823.8826872619017,4.0,4.0,65.5950982295572
4228,823.8826872619017,6.0,9.0,117.74097926851063
4229,823.8826872619017,4.0,5.0,31.19216132813384
4230,823.8826872619017,2.0,5.0,29.772450057682924
4231,823.8826872619017,6.0,24.0,119.22942649031354
4232,823.8826872619017,3.0,5.0,29.42580399359722
4234,823.8826872619017,4.0,11.0,26.184783769151608
4235,823.8826872619017,6.0,29.0,91.92001909838336
4236,823.8826872619017,6.0,16.0,108.87953735898915
4237,823.8826872619017,4.0,10.0,33.59847625137153
4238,823.8826872619017,1.0,1.0,24.93125573491935
4239,823.8826872619017,1.0,1.0,23.73290836924453
4252,823.8826872619017,1.0,1.0,6.189303513492078
4263,823.8826872619017,3.0,3.0,18.149587254499142
4264,823.8826872619017,1.0,1.0,1.3329500001808432
4265,823.8826872619017,5.0,7.0,55.34743995651113
4266,823.8826872619017,4.0,5.0,35.636957673815125
4267,823.8826872619017,4.0,7.0,29.50441210069767
4268,823.8826872619017,2.0,3.0,17.49328952620307
4269,823.8826872619017,2.0,3.0,18.372841482163793
4270,823.8826872619017,2.0,2.0,15.463688463435254
4271,823.8826872619017,9.0,41.0,236.4626195509345
4272,823.8826872619017,9.0,40.0,204.27823004421086
4273,823.8826872619017,5.0,12.0,62.40461018265346
4274,823.8826872619017,9.0,42.0,251.62511224333488
4275,823.8826872619017,0.0,2.0,1.3860318620836682
4276,823.8826872619017,2.0,2.0,11.058909038082206
4277,823.8826872619017,8.0,29.0,145.0453589342651
4278,823.8826872619017,8.0,30.0,172.1026152345801
4279,823.8826872619017,6.0,16.0,75.4770837990565
4280,823.8826872619017,4.0,8.0,33.75442937444387
4281,823.8826872619017,6.0,21.0,101.58683143516743
4282,823.8826872619017,3.0,5.0,22.488115242531975
4283,823.8826872619017,10.0,58.0,339.8214514986719
4284,823.8826872619017,10.0,60.0,308.25920710416057
4285,823.8826872619017,3.0,8.0,29.419180748551717
4286,823.8826872619017,10.0,66.0,316.78248036828495
4287,823.8826872619017,6.0,14.0,113.67174967149697
4288,823.8826872619017,4.0,15.0,44.507042023629644
4289,823.8826872619017,2.0,3.0,8.488171691715818
4290,823.8826872619017,11.0,55.0,317.2836280125851
4291,823.8826872619017,8.0,42.0,173.82115005691085
4292,823.8826872619017,9.0,41.0,211.3243034080869
4293,823.8826872619017,11.0,41.0,277.1391955409424
4294,823.8826872619017,9.0,33.0,143.58961976883197
4295,823.8826872619017,3.0,6.0,17.628322995993692
4296,823.8826872619017,6.0,25.0,134.10901527466206
4297,823.8826872619017,4.0,6.0,32.581726299222794
4298,823.8826872619017,2.0,3.0,6.92975609421273
4299,823.8826872619017,8.0,39.0,181.57970791723523
4300,823.8826872619017,12.0,85.0,556.6204051665399
4301,823.8826872619017,12.0,68.0,422.82243184301916
4302,823.8826872619017,15.0,167.0,1062.582500126971
4303,823.8826872619017,7.0,31.0,138.09792374758334
4304,823.8826872619017,11.0,46.0,291.28775613538124
4305,823.8826872619017,5.0,10.0,59.88697478163777
4307,823.8826872619017,7.0,22.0,104.1057214577804
4308,823.8826872619017,10.0,41.0,247.83285646808264
4309,823.8826872619017,10.0,29.0,189.32749076162276
4310,823.8826872619017,6.0,15.0,92.39075611357698
4311,823.8826872619017,1.0,1.0,4.895694032873096
4312,823.8826872619017,3.0,3.0,17.436092449372484
4314,823.8826872619017,4.0,7.0,39.18747249127823
4317,823.8826872619017,2.0,2.0,28.484921137596107
4318,823.8826872619017,5.0,6.0,51.777795646027066
4321,823.8826872619017,1.0,2.0,15.973592203728309
4322,823.8826872619017,3.0,3.0,37.267662664313235
4323,823.8826872619017,1.0,1.0,12.988898174627508
4326,823.8826872619017,1.0,1.0,0.8876341538439037
4330,823.8826872619017,1.0,1.0,24.48987740103114
4331,823.8826872619017,5.0,12.0,69.58751207873286
4332,823.8826872619017,9.0,22.0,205.89962963355566
4333,823.8826872619017,11.0,20.0,236.20723957963352
4334,823.8826872619017,9.0,15.0,190.14620959456124
4335,823.8826872619017,6.0,23.0,146.5969340936736
4336,823.8826872619017,4.0,7.0,53.71522204267846
4337,823.8826872619017,4.0,19.0,91.93657162130867
4338,823.8826872619017,3.0,5.0,26.466959243419208
4339,823.8826872619017,3.0,4.0,35.3632306962305
4340,823.8826872619017,3.0,42.0,75.35061067430007
4341,823.8826872619017,3.0,11.0,39.26523318236932
4342,823.8826872619017,2.0,3.0,27.677079404404278
4343,823.8826872619017,6.0,52.0,190.85431440007875
4344,823.8826872619017,2.0,4.0,9.109648111777764
4359,823.8826872619017,1.0,1.0,10.63469036674742
4360,823.8826872619017,1.0,1.0,5.510698773871678
4367,823.8826872619017,3.0,3.0,24.786865955310322
4368,823.8826872619017,2.0,2.0,7.615203031406272
4369,823.8826872619017,6.0,13.0,98.25040502108757
4370,823.8826872619017,3.0,3.0,24.004338373556543
4371,823.8826872619017,5.0,18.0,69.98882633952766
4372,823.8826872619017,6.0,9.0,62.99479410605511
4373,823.8826872619017,8.0,17.0,138.44750646992412
4374,823.8826872619017,4.0,5.0,23.203084034882952
4375,823.8826872619017,7.0,14.0,123.01119320236091
4376,823.8826872619017,3.0,6.0,32.929307052455286
4377,823.8826872619017,9.0,25.0,164.71947299166192
4378,823.8826872619017,3.0,5.0,16.781003827853624
4379,823.8826872619017,5.0,20.0,102.62065534642399
4380,823.8826872619017,7.0,30.0,154.155875148579
4382,823.8826872619017,9.0,17.0,134.439158255758
4383,823.8826872619017,9.0,48.0,223.16855463487423
4384,823.8826872619017,12.0,68.0,417.35375419027946
4385,823.8826872619017,11.0,48.0,283.84453742498965
4386,823.8826872619017,9.0,53.0,295.17598732847716
4387,823.8826872619017,10.0,46.0,289.6906148328342
4388,823.8826872619017,8.0,33.0,172.32947312635383
4389,823.8826872619017,9.0,45.0,224.403972045764
4390,823.8826872619017,9.0,39.0,202.31540225160134
4391,823.8826872619017,9.0,46.0,262.66542964334377
4392,823.8826872619017,9.0,33.0,158.9396468855029
4393,823.8826872619017,8.0,70.0,261.58762098322353
4394,823.8826872619017,10.0,119.0,458.0123161848743
4395,823.8826872619017,7.0,28.0,111.89841520739425
4396,823.8826872619017,9.0,48.0,237.21898251883053
4397,823.8826872619017,3.0,5.0,22.075768465351178
4398,823.8826872619017,12.0,111.0,571.8967205762661
4401,823.8826872619017,4.0,10.0,39.19716467684951
4402,823.8826872619017,7.0,27.0,150.04784685875677
4403,823.8826872619017,4.0,5.0,25.987673922838045
4404,823.8826872619017,3.0,5.0,12.50308960338511
4405,823.8826872619017,2.0,2.0,18.622791440961482
4406,823.8826872619017,8.0,24.0,153.06739510075593
4407,823.8826872619017,7.0,20.0,125.69771986857165
4408,823.8826872619017,13.0,92.0,576.6967482385113
4410,823.8826872619017,9.0,61.0,305.57533433077987
4411,823.8826872619017,8.0,26.0,158.4300225911014
4412,823.8826872619017,7.0,29.0,129.513853074379
4413,823.8826872619017,10.0,36.0,263.15150186173446
4414,823.8826872619017,7.0,14.0,120.1099440227132
4415,823.8826872619017,4.0,5.0,21.855499507754892
4420,823.8826872619017,2.0,3.0,9.951340355943243
4427,823.8826872619017,2.0,2.0,34.03222483524026
4430,823.8826872619017,1.0,1.0,17.018502529679957
4434,823.8826872619017,2.0,2.0,17.755537650295025
4436,823.8826872619017,2.0,2.0,17.132661674984572
4437,823.8826872619017,3.0,5.0,52.54688394427523
4438,823.8826872619017,3.0,9.0,50.73770278061009
4439,823.8826872619017,2.0,2.0,15.85736503131665
4440,823.8826872619017,5.0,17.0,70.8511626790707
4441,823.8826872619017,2.0,3.0,43.11181497062039
4442,823.8826872619017,2.0,2.0,20.29068282613855
4443,823.8826872619017,7.0,46.0,233.2174023314086
4444,823.8826872619017,6.0,17.0,145.6812761609769
4445,823.8826872619017,3.0,11.0,52.73732735190566
4446,823.8826872619017,1.0,4.0,7.686599952052265
4447,823.8826872619017,5.0,14.0,120.91962448458419
4450,823.8826872619017,1.0,2.0,3.403796861610074
